nihil: 12?
nihil: 14?
nihil: 18?
nihil: 21?

Category		Text	Lineno	Column	Filename	Ival/Sval
--------------------------------------------------------------------------------
STRINGLIT			""" Read a random...		1		1		python3_scripts/audio_test.py		 Read a random .o...
NEWLINE			 		4		1		python3_scripts/audio_test.py		
IMPORT			import		5		1		python3_scripts/audio_test.py		
NAME			glob		5		8		python3_scripts/audio_test.py		
NEWLINE			 		5		1		python3_scripts/audio_test.py		
IMPORT			import		6		1		python3_scripts/audio_test.py		
NAME			librosa		6		8		python3_scripts/audio_test.py		
NEWLINE			 		6		1		python3_scripts/audio_test.py		
IMPORT			import		7		1		python3_scripts/audio_test.py		
NAME			os		7		8		python3_scripts/audio_test.py		
NEWLINE			 		7		1		python3_scripts/audio_test.py		
IMPORT			import		8		1		python3_scripts/audio_test.py		
NAME			pathlib		8		8		python3_scripts/audio_test.py		
NEWLINE			 		8		1		python3_scripts/audio_test.py		
IMPORT			import		9		1		python3_scripts/audio_test.py		
NAME			numpy		9		8		python3_scripts/audio_test.py		
AS			as		9		14		python3_scripts/audio_test.py		
NAME			np		9		17		python3_scripts/audio_test.py		
NEWLINE			 		9		1		python3_scripts/audio_test.py		
IMPORT			import		10		1		python3_scripts/audio_test.py		
NAME			soundfile		10		8		python3_scripts/audio_test.py		
AS			as		10		18		python3_scripts/audio_test.py		
NAME			sf		10		21		python3_scripts/audio_test.py		
NAME			root_dir		12		1		python3_scripts/audio_test.py		
EQUAL			=		12		10		python3_scripts/audio_test.py		
STRINGLIT			"mswc_microset/"		12		12		python3_scripts/audio_test.py		mswc_microset/
RPAR			)		19		44		python3_scripts/audio_test.py		
NAME			rand_file		21		1		python3_scripts/audio_test.py		
EQUAL			=		21		11		python3_scripts/audio_test.py		
NAME			get_random_file		21		13		python3_scripts/audio_test.py		
LPAR			(		21		28		python3_scripts/audio_test.py		
RPAR			)		21		29		python3_scripts/audio_test.py		
NEWLINE			 		21		1		python3_scripts/audio_test.py		
DEDENT			 		21		1		python3_scripts/audio_test.py		
NAME			print		22		1		python3_scripts/audio_test.py		
LPAR			(		22		6		python3_scripts/audio_test.py		
NAME			rand_file		22		7		python3_scripts/audio_test.py		
RPAR			)		22		16		python3_scripts/audio_test.py		
NEWLINE			 		22		1		python3_scripts/audio_test.py		
NAME			X		23		1		python3_scripts/audio_test.py		
COMMA			,		23		2		python3_scripts/audio_test.py		
NAME			sr		23		4		python3_scripts/audio_test.py		
EQUAL			=		23		7		python3_scripts/audio_test.py		
NAME			librosa		23		9		python3_scripts/audio_test.py		
DOT			.		23		16		python3_scripts/audio_test.py		
NAME			load		23		17		python3_scripts/audio_test.py		
LPAR			(		23		21		python3_scripts/audio_test.py		
NAME			rand_file		23		22		python3_scripts/audio_test.py		
RPAR			)		23		31		python3_scripts/audio_test.py		
NEWLINE			 		23		1		python3_scripts/audio_test.py		
NAME			sf		24		1		python3_scripts/audio_test.py		
DOT			.		24		3		python3_scripts/audio_test.py		
NAME			write		24		4		python3_scripts/audio_test.py		
LPAR			(		24		9		python3_scripts/audio_test.py		
STRINGLIT			"test.wav"		24		10		python3_scripts/audio_test.py		test.wav
COMMA			,		24		20		python3_scripts/audio_test.py		
NAME			X		24		22		python3_scripts/audio_test.py		
COMMA			,		24		23		python3_scripts/audio_test.py		
NAME			sr		24		25		python3_scripts/audio_test.py		
COMMA			,		24		27		python3_scripts/audio_test.py		
NAME			format		24		29		python3_scripts/audio_test.py		
EQUAL			=		24		35		python3_scripts/audio_test.py		
STRINGLIT			"wav"		24		36		python3_scripts/audio_test.py		wav
RPAR			)		24		41		python3_scripts/audio_test.py		
NEWLINE			 		24		1		python3_scripts/audio_test.py		
NAME			mel		25		1		python3_scripts/audio_test.py		
EQUAL			=		25		5		python3_scripts/audio_test.py		
NAME			librosa		25		7		python3_scripts/audio_test.py		
DOT			.		25		14		python3_scripts/audio_test.py		
NAME			feature		25		15		python3_scripts/audio_test.py		
DOT			.		25		22		python3_scripts/audio_test.py		
NAME			melspectrogram		25		23		python3_scripts/audio_test.py		
LPAR			(		25		37		python3_scripts/audio_test.py		
NAME			y		25		38		python3_scripts/audio_test.py		
EQUAL			=		25		39		python3_scripts/audio_test.py		
NAME			X		25		40		python3_scripts/audio_test.py		
COMMA			,		25		41		python3_scripts/audio_test.py		
NAME			sr		25		43		python3_scripts/audio_test.py		
EQUAL			=		25		45		python3_scripts/audio_test.py		
NAME			sr		25		46		python3_scripts/audio_test.py		
COMMA			,		25		48		python3_scripts/audio_test.py		
NAME			n_mels		25		50		python3_scripts/audio_test.py		
EQUAL			=		25		56		python3_scripts/audio_test.py		
INTLIT			64		25		57		python3_scripts/audio_test.py		64
RPAR			)		25		59		python3_scripts/audio_test.py		
NEWLINE			 		25		1		python3_scripts/audio_test.py		
NAME			db		26		1		python3_scripts/audio_test.py		
EQUAL			=		26		4		python3_scripts/audio_test.py		
NAME			librosa		26		6		python3_scripts/audio_test.py		
DOT			.		26		13		python3_scripts/audio_test.py		
NAME			amplitude_to_db		26		14		python3_scripts/audio_test.py		
LPAR			(		26		29		python3_scripts/audio_test.py		
NAME			mel		26		30		python3_scripts/audio_test.py		
COMMA			,		26		33		python3_scripts/audio_test.py		
NAME			ref		26		35		python3_scripts/audio_test.py		
EQUAL			=		26		38		python3_scripts/audio_test.py		
NAME			np		26		39		python3_scripts/audio_test.py		
DOT			.		26		41		python3_scripts/audio_test.py		
NAME			max		26		42		python3_scripts/audio_test.py		
RPAR			)		26		45		python3_scripts/audio_test.py		
NEWLINE			 		26		1		python3_scripts/audio_test.py		
NAME			amp		27		1		python3_scripts/audio_test.py		
EQUAL			=		27		5		python3_scripts/audio_test.py		
NAME			librosa		27		7		python3_scripts/audio_test.py		
DOT			.		27		14		python3_scripts/audio_test.py		
NAME			db_to_amplitude		27		15		python3_scripts/audio_test.py		
LPAR			(		27		30		python3_scripts/audio_test.py		
NAME			db		27		31		python3_scripts/audio_test.py		
RPAR			)		27		33		python3_scripts/audio_test.py		
NEWLINE			 		27		1		python3_scripts/audio_test.py		
NAME			out		28		1		python3_scripts/audio_test.py		
EQUAL			=		28		5		python3_scripts/audio_test.py		
NAME			librosa		28		7		python3_scripts/audio_test.py		
DOT			.		28		14		python3_scripts/audio_test.py		
NAME			feature		28		15		python3_scripts/audio_test.py		
DOT			.		28		22		python3_scripts/audio_test.py		
NAME			inverse		28		23		python3_scripts/audio_test.py		
DOT			.		28		30		python3_scripts/audio_test.py		
NAME			mel_to_audio		28		31		python3_scripts/audio_test.py		
LPAR			(		28		43		python3_scripts/audio_test.py		
NAME			amp		28		44		python3_scripts/audio_test.py		
COMMA			,		28		47		python3_scripts/audio_test.py		
NAME			sr		28		49		python3_scripts/audio_test.py		
EQUAL			=		28		51		python3_scripts/audio_test.py		
NAME			sr		28		52		python3_scripts/audio_test.py		
RPAR			)		28		54		python3_scripts/audio_test.py		
NEWLINE			 		28		1		python3_scripts/audio_test.py		
NAME			sf		29		1		python3_scripts/audio_test.py		
DOT			.		29		3		python3_scripts/audio_test.py		
NAME			write		29		4		python3_scripts/audio_test.py		
LPAR			(		29		9		python3_scripts/audio_test.py		
STRINGLIT			"noisy.wav"		29		10		python3_scripts/audio_test.py		noisy.wav
COMMA			,		29		21		python3_scripts/audio_test.py		
NAME			out		29		23		python3_scripts/audio_test.py		
COMMA			,		29		26		python3_scripts/audio_test.py		
NAME			sr		29		28		python3_scripts/audio_test.py		
COMMA			,		29		30		python3_scripts/audio_test.py		
NAME			format		29		32		python3_scripts/audio_test.py		
EQUAL			=		29		38		python3_scripts/audio_test.py		
STRINGLIT			"wav"		29		39		python3_scripts/audio_test.py		wav
RPAR			)		29		44		python3_scripts/audio_test.py		
NEWLINE			 		29		1		python3_scripts/audio_test.py		
ENDMARKER					30		1		python3_scripts/audio_test.py		
nihil: 10?
nihil: 14?
nihil: 60?
nihil: 74?

Category		Text	Lineno	Column	Filename	Ival/Sval
--------------------------------------------------------------------------------
IMPORT			import		1		1		python3_scripts/autoencoder.py		
NAME			numpy		1		8		python3_scripts/autoencoder.py		
AS			as		1		14		python3_scripts/autoencoder.py		
NAME			np		1		17		python3_scripts/autoencoder.py		
NEWLINE			 		1		1		python3_scripts/autoencoder.py		
IMPORT			import		2		1		python3_scripts/autoencoder.py		
NAME			os		2		8		python3_scripts/autoencoder.py		
NEWLINE			 		2		1		python3_scripts/autoencoder.py		
IMPORT			import		3		1		python3_scripts/autoencoder.py		
NAME			pandas		3		8		python3_scripts/autoencoder.py		
AS			as		3		15		python3_scripts/autoencoder.py		
NAME			pd		3		18		python3_scripts/autoencoder.py		
NEWLINE			 		3		1		python3_scripts/autoencoder.py		
FROM			from		4		1		python3_scripts/autoencoder.py		
NAME			PIL		4		6		python3_scripts/autoencoder.py		
IMPORT			import		4		10		python3_scripts/autoencoder.py		
NAME			Image		4		17		python3_scripts/autoencoder.py		
NEWLINE			 		4		1		python3_scripts/autoencoder.py		
IMPORT			import		5		1		python3_scripts/autoencoder.py		
NAME			tensorflow		5		8		python3_scripts/autoencoder.py		
AS			as		5		19		python3_scripts/autoencoder.py		
NAME			tf		5		22		python3_scripts/autoencoder.py		
NEWLINE			 		5		1		python3_scripts/autoencoder.py		
FROM			from		6		1		python3_scripts/autoencoder.py		
NAME			tensorflow		6		6		python3_scripts/autoencoder.py		
DOT			.		6		16		python3_scripts/autoencoder.py		
NAME			python		6		17		python3_scripts/autoencoder.py		
DOT			.		6		23		python3_scripts/autoencoder.py		
NAME			keras		6		24		python3_scripts/autoencoder.py		
IMPORT			import		6		30		python3_scripts/autoencoder.py		
NAME			Model		6		37		python3_scripts/autoencoder.py		
NEWLINE			 		6		1		python3_scripts/autoencoder.py		
FROM			from		7		1		python3_scripts/autoencoder.py		
NAME			tensorflow		7		6		python3_scripts/autoencoder.py		
DOT			.		7		16		python3_scripts/autoencoder.py		
NAME			python		7		17		python3_scripts/autoencoder.py		
DOT			.		7		23		python3_scripts/autoencoder.py		
NAME			keras		7		24		python3_scripts/autoencoder.py		
DOT			.		7		29		python3_scripts/autoencoder.py		
NAME			layers		7		30		python3_scripts/autoencoder.py		
IMPORT			import		7		37		python3_scripts/autoencoder.py		
NAME			Conv2D		7		44		python3_scripts/autoencoder.py		
COMMA			,		7		50		python3_scripts/autoencoder.py		
NAME			Dense		7		52		python3_scripts/autoencoder.py		
COMMA			,		7		57		python3_scripts/autoencoder.py		
NAME			MaxPool2D		7		59		python3_scripts/autoencoder.py		
COMMA			,		7		68		python3_scripts/autoencoder.py		
NAME			Flatten		7		70		python3_scripts/autoencoder.py		
COMMA			,		7		77		python3_scripts/autoencoder.py		
NAME			Reshape		7		79		python3_scripts/autoencoder.py		
COMMA			,		7		86		python3_scripts/autoencoder.py		
NAME			Input		7		88		python3_scripts/autoencoder.py		
NEWLINE			 		7		1		python3_scripts/autoencoder.py		
IMPORT			import		8		1		python3_scripts/autoencoder.py		
NAME			time		8		8		python3_scripts/autoencoder.py		
LPAR			(		10		1		python3_scripts/autoencoder.py		
NAME			X_train		10		2		python3_scripts/autoencoder.py		
COMMA			,		10		9		python3_scripts/autoencoder.py		
NAME			y_train		10		11		python3_scripts/autoencoder.py		
RPAR			)		10		18		python3_scripts/autoencoder.py		
COMMA			,		10		19		python3_scripts/autoencoder.py		
LPAR			(		10		21		python3_scripts/autoencoder.py		
NAME			X_test		10		22		python3_scripts/autoencoder.py		
COMMA			,		10		28		python3_scripts/autoencoder.py		
NAME			y_test		10		30		python3_scripts/autoencoder.py		
RPAR			)		10		36		python3_scripts/autoencoder.py		
EQUAL			=		10		38		python3_scripts/autoencoder.py		
NAME			tf		10		40		python3_scripts/autoencoder.py		
DOT			.		10		42		python3_scripts/autoencoder.py		
NAME			keras		10		43		python3_scripts/autoencoder.py		
DOT			.		10		48		python3_scripts/autoencoder.py		
NAME			datasets		10		49		python3_scripts/autoencoder.py		
DOT			.		10		57		python3_scripts/autoencoder.py		
NAME			mnist		10		58		python3_scripts/autoencoder.py		
DOT			.		10		63		python3_scripts/autoencoder.py		
NAME			load_data		10		64		python3_scripts/autoencoder.py		
LPAR			(		10		73		python3_scripts/autoencoder.py		
RPAR			)		10		74		python3_scripts/autoencoder.py		
NEWLINE			 		10		1		python3_scripts/autoencoder.py		
NAME			X_train		11		1		python3_scripts/autoencoder.py		
EQUAL			=		11		9		python3_scripts/autoencoder.py		
NAME			X_train		11		11		python3_scripts/autoencoder.py		
DOT			.		11		18		python3_scripts/autoencoder.py		
NAME			reshape		11		19		python3_scripts/autoencoder.py		
LPAR			(		11		26		python3_scripts/autoencoder.py		
NAME			X_train		11		27		python3_scripts/autoencoder.py		
DOT			.		11		34		python3_scripts/autoencoder.py		
NAME			shape		11		35		python3_scripts/autoencoder.py		
LSQB			[		11		40		python3_scripts/autoencoder.py		
INTLIT			0		11		41		python3_scripts/autoencoder.py		0
RSQB			]		11		42		python3_scripts/autoencoder.py		
COMMA			,		11		43		python3_scripts/autoencoder.py		
INTLIT			28		11		45		python3_scripts/autoencoder.py		28
COMMA			,		11		47		python3_scripts/autoencoder.py		
INTLIT			28		11		49		python3_scripts/autoencoder.py		28
COMMA			,		11		51		python3_scripts/autoencoder.py		
INTLIT			1		11		53		python3_scripts/autoencoder.py		1
RPAR			)		11		54		python3_scripts/autoencoder.py		
SLASH			/		11		56		python3_scripts/autoencoder.py		
FLOATLIT			255.0		11		58		python3_scripts/autoencoder.py		255.000000
NEWLINE			 		11		1		python3_scripts/autoencoder.py		
NAME			X_test		12		1		python3_scripts/autoencoder.py		
EQUAL			=		12		8		python3_scripts/autoencoder.py		
NAME			X_test		12		10		python3_scripts/autoencoder.py		
DOT			.		12		16		python3_scripts/autoencoder.py		
NAME			reshape		12		17		python3_scripts/autoencoder.py		
LPAR			(		12		24		python3_scripts/autoencoder.py		
NAME			X_test		12		25		python3_scripts/autoencoder.py		
DOT			.		12		31		python3_scripts/autoencoder.py		
NAME			shape		12		32		python3_scripts/autoencoder.py		
LSQB			[		12		37		python3_scripts/autoencoder.py		
INTLIT			0		12		38		python3_scripts/autoencoder.py		0
RSQB			]		12		39		python3_scripts/autoencoder.py		
COMMA			,		12		40		python3_scripts/autoencoder.py		
INTLIT			28		12		42		python3_scripts/autoencoder.py		28
COMMA			,		12		44		python3_scripts/autoencoder.py		
INTLIT			28		12		46		python3_scripts/autoencoder.py		28
COMMA			,		12		48		python3_scripts/autoencoder.py		
INTLIT			1		12		50		python3_scripts/autoencoder.py		1
RPAR			)		12		51		python3_scripts/autoencoder.py		
SLASH			/		12		53		python3_scripts/autoencoder.py		
FLOATLIT			255.0		12		55		python3_scripts/autoencoder.py		255.000000
NEWLINE			 		14		1		python3_scripts/autoencoder.py		
PYDEF			def		15		1		python3_scripts/autoencoder.py		
NAME			build_model		15		5		python3_scripts/autoencoder.py		
LPAR			(		15		16		python3_scripts/autoencoder.py		
NAME			latent_units		15		17		python3_scripts/autoencoder.py		
RPAR			)		15		29		python3_scripts/autoencoder.py		
COLON			:		15		30		python3_scripts/autoencoder.py		
NEWLINE			     		15		1		python3_scripts/autoencoder.py		
INDENT			     		15		1		python3_scripts/autoencoder.py		
NAME			img		16		5		python3_scripts/autoencoder.py		
EQUAL			=		16		9		python3_scripts/autoencoder.py		
NAME			Input		16		11		python3_scripts/autoencoder.py		
LPAR			(		16		16		python3_scripts/autoencoder.py		
NAME			shape		16		17		python3_scripts/autoencoder.py		
EQUAL			=		16		22		python3_scripts/autoencoder.py		
LPAR			(		16		23		python3_scripts/autoencoder.py		
INTLIT			28		16		24		python3_scripts/autoencoder.py		28
COMMA			,		16		26		python3_scripts/autoencoder.py		
INTLIT			28		16		28		python3_scripts/autoencoder.py		28
COMMA			,		16		30		python3_scripts/autoencoder.py		
INTLIT			1		16		32		python3_scripts/autoencoder.py		1
RPAR			)		16		33		python3_scripts/autoencoder.py		
RPAR			)		16		34		python3_scripts/autoencoder.py		
NEWLINE			     		16		1		python3_scripts/autoencoder.py		
NAME			encoder		17		5		python3_scripts/autoencoder.py		
EQUAL			=		17		13		python3_scripts/autoencoder.py		
NAME			tf		17		15		python3_scripts/autoencoder.py		
DOT			.		17		17		python3_scripts/autoencoder.py		
NAME			keras		17		18		python3_scripts/autoencoder.py		
DOT			.		17		23		python3_scripts/autoencoder.py		
NAME			models		17		24		python3_scripts/autoencoder.py		
DOT			.		17		30		python3_scripts/autoencoder.py		
NAME			Sequential		17		31		python3_scripts/autoencoder.py		
LPAR			(		17		41		python3_scripts/autoencoder.py		
RPAR			)		17		42		python3_scripts/autoencoder.py		
NEWLINE			     		17		1		python3_scripts/autoencoder.py		
NAME			encoder		18		5		python3_scripts/autoencoder.py		
DOT			.		18		12		python3_scripts/autoencoder.py		
NAME			add		18		13		python3_scripts/autoencoder.py		
LPAR			(		18		16		python3_scripts/autoencoder.py		
NAME			Conv2D		18		17		python3_scripts/autoencoder.py		
LPAR			(		18		23		python3_scripts/autoencoder.py		
INTLIT			64		18		24		python3_scripts/autoencoder.py		64
COMMA			,		18		26		python3_scripts/autoencoder.py		
LPAR			(		18		28		python3_scripts/autoencoder.py		
INTLIT			5		18		29		python3_scripts/autoencoder.py		5
COMMA			,		18		30		python3_scripts/autoencoder.py		
INTLIT			5		18		32		python3_scripts/autoencoder.py		5
RPAR			)		18		33		python3_scripts/autoencoder.py		
COMMA			,		18		34		python3_scripts/autoencoder.py		
NAME			input_shape		18		36		python3_scripts/autoencoder.py		
EQUAL			=		18		47		python3_scripts/autoencoder.py		
LPAR			(		18		48		python3_scripts/autoencoder.py		
INTLIT			28		18		49		python3_scripts/autoencoder.py		28
COMMA			,		18		51		python3_scripts/autoencoder.py		
INTLIT			28		18		53		python3_scripts/autoencoder.py		28
COMMA			,		18		55		python3_scripts/autoencoder.py		
INTLIT			1		18		57		python3_scripts/autoencoder.py		1
RPAR			)		18		58		python3_scripts/autoencoder.py		
COMMA			,		18		59		python3_scripts/autoencoder.py		
NAME			activation		18		61		python3_scripts/autoencoder.py		
EQUAL			=		18		71		python3_scripts/autoencoder.py		
STRINGLIT			"relu"		18		72		python3_scripts/autoencoder.py		relu
RPAR			)		18		78		python3_scripts/autoencoder.py		
RPAR			)		18		79		python3_scripts/autoencoder.py		
NEWLINE			     		18		1		python3_scripts/autoencoder.py		
NAME			encoder		19		5		python3_scripts/autoencoder.py		
DOT			.		19		12		python3_scripts/autoencoder.py		
NAME			add		19		13		python3_scripts/autoencoder.py		
LPAR			(		19		16		python3_scripts/autoencoder.py		
NAME			MaxPool2D		19		17		python3_scripts/autoencoder.py		
LPAR			(		19		26		python3_scripts/autoencoder.py		
LPAR			(		19		27		python3_scripts/autoencoder.py		
INTLIT			2		19		28		python3_scripts/autoencoder.py		2
COMMA			,		19		29		python3_scripts/autoencoder.py		
INTLIT			2		19		31		python3_scripts/autoencoder.py		2
RPAR			)		19		32		python3_scripts/autoencoder.py		
RPAR			)		19		33		python3_scripts/autoencoder.py		
RPAR			)		19		34		python3_scripts/autoencoder.py		
NEWLINE			     		19		1		python3_scripts/autoencoder.py		
NAME			encoder		20		5		python3_scripts/autoencoder.py		
DOT			.		20		12		python3_scripts/autoencoder.py		
NAME			add		20		13		python3_scripts/autoencoder.py		
LPAR			(		20		16		python3_scripts/autoencoder.py		
NAME			Conv2D		20		17		python3_scripts/autoencoder.py		
LPAR			(		20		23		python3_scripts/autoencoder.py		
INTLIT			60		20		24		python3_scripts/autoencoder.py		60
COMMA			,		20		26		python3_scripts/autoencoder.py		
LPAR			(		20		28		python3_scripts/autoencoder.py		
INTLIT			5		20		29		python3_scripts/autoencoder.py		5
COMMA			,		20		30		python3_scripts/autoencoder.py		
INTLIT			5		20		32		python3_scripts/autoencoder.py		5
RPAR			)		20		33		python3_scripts/autoencoder.py		
COMMA			,		20		34		python3_scripts/autoencoder.py		
NAME			activation		20		36		python3_scripts/autoencoder.py		
EQUAL			=		20		46		python3_scripts/autoencoder.py		
STRINGLIT			"relu"		20		47		python3_scripts/autoencoder.py		relu
RPAR			)		20		53		python3_scripts/autoencoder.py		
RPAR			)		20		54		python3_scripts/autoencoder.py		
NEWLINE			     		20		1		python3_scripts/autoencoder.py		
NAME			encoder		21		5		python3_scripts/autoencoder.py		
DOT			.		21		12		python3_scripts/autoencoder.py		
NAME			add		21		13		python3_scripts/autoencoder.py		
LPAR			(		21		16		python3_scripts/autoencoder.py		
NAME			Flatten		21		17		python3_scripts/autoencoder.py		
LPAR			(		21		24		python3_scripts/autoencoder.py		
RPAR			)		21		25		python3_scripts/autoencoder.py		
RPAR			)		21		26		python3_scripts/autoencoder.py		
NEWLINE			     		21		1		python3_scripts/autoencoder.py		
NAME			encoder		22		5		python3_scripts/autoencoder.py		
DOT			.		22		12		python3_scripts/autoencoder.py		
NAME			add		22		13		python3_scripts/autoencoder.py		
LPAR			(		22		16		python3_scripts/autoencoder.py		
NAME			Dense		22		17		python3_scripts/autoencoder.py		
LPAR			(		22		22		python3_scripts/autoencoder.py		
NAME			latent_units		22		23		python3_scripts/autoencoder.py		
COMMA			,		22		35		python3_scripts/autoencoder.py		
NAME			activation		22		37		python3_scripts/autoencoder.py		
EQUAL			=		22		47		python3_scripts/autoencoder.py		
STRINGLIT			"relu"		22		48		python3_scripts/autoencoder.py		relu
RPAR			)		22		54		python3_scripts/autoencoder.py		
RPAR			)		22		55		python3_scripts/autoencoder.py		
NEWLINE			     		22		1		python3_scripts/autoencoder.py		
NEWLINE			     		26		1		python3_scripts/autoencoder.py		
NAME			decoder		27		5		python3_scripts/autoencoder.py		
EQUAL			=		27		13		python3_scripts/autoencoder.py		
NAME			tf		27		15		python3_scripts/autoencoder.py		
DOT			.		27		17		python3_scripts/autoencoder.py		
NAME			keras		27		18		python3_scripts/autoencoder.py		
DOT			.		27		23		python3_scripts/autoencoder.py		
NAME			models		27		24		python3_scripts/autoencoder.py		
DOT			.		27		30		python3_scripts/autoencoder.py		
NAME			Sequential		27		31		python3_scripts/autoencoder.py		
LPAR			(		27		41		python3_scripts/autoencoder.py		
RPAR			)		27		42		python3_scripts/autoencoder.py		
NEWLINE			     		27		1		python3_scripts/autoencoder.py		
NAME			decoder		28		5		python3_scripts/autoencoder.py		
DOT			.		28		12		python3_scripts/autoencoder.py		
NAME			add		28		13		python3_scripts/autoencoder.py		
LPAR			(		28		16		python3_scripts/autoencoder.py		
NAME			Dense		28		17		python3_scripts/autoencoder.py		
LPAR			(		28		22		python3_scripts/autoencoder.py		
NAME			latent_units		28		23		python3_scripts/autoencoder.py		
STAR			*		28		36		python3_scripts/autoencoder.py		
INTLIT			2		28		38		python3_scripts/autoencoder.py		2
COMMA			,		28		39		python3_scripts/autoencoder.py		
NAME			activation		28		41		python3_scripts/autoencoder.py		
EQUAL			=		28		51		python3_scripts/autoencoder.py		
STRINGLIT			"relu"		28		52		python3_scripts/autoencoder.py		relu
RPAR			)		28		58		python3_scripts/autoencoder.py		
RPAR			)		28		59		python3_scripts/autoencoder.py		
NEWLINE			     		28		1		python3_scripts/autoencoder.py		
NAME			decoder		29		5		python3_scripts/autoencoder.py		
DOT			.		29		12		python3_scripts/autoencoder.py		
NAME			add		29		13		python3_scripts/autoencoder.py		
LPAR			(		29		16		python3_scripts/autoencoder.py		
NAME			Dense		29		17		python3_scripts/autoencoder.py		
LPAR			(		29		22		python3_scripts/autoencoder.py		
INTLIT			28		29		23		python3_scripts/autoencoder.py		28
STAR			*		29		26		python3_scripts/autoencoder.py		
INTLIT			28		29		28		python3_scripts/autoencoder.py		28
COMMA			,		29		30		python3_scripts/autoencoder.py		
NAME			activation		29		32		python3_scripts/autoencoder.py		
EQUAL			=		29		42		python3_scripts/autoencoder.py		
STRINGLIT			"sigmoid"		29		43		python3_scripts/autoencoder.py		sigmoid
RPAR			)		29		52		python3_scripts/autoencoder.py		
RPAR			)		29		53		python3_scripts/autoencoder.py		
NEWLINE			     		29		1		python3_scripts/autoencoder.py		
NAME			decoder		30		5		python3_scripts/autoencoder.py		
DOT			.		30		12		python3_scripts/autoencoder.py		
NAME			add		30		13		python3_scripts/autoencoder.py		
LPAR			(		30		16		python3_scripts/autoencoder.py		
NAME			Reshape		30		17		python3_scripts/autoencoder.py		
LPAR			(		30		24		python3_scripts/autoencoder.py		
LPAR			(		30		25		python3_scripts/autoencoder.py		
INTLIT			28		30		26		python3_scripts/autoencoder.py		28
